19-3-2020 02:48:36.273  INFO	13	185	Log 475 - user 5235804 at realtime 2024-09-04 19:26:02.822094
19-3-2020 02:51:10.679	INFO	13	185	creating socket for querying route
19-3-2020 02:51:10.721	INFO	14	189	ready to accept informational socket connection
19-3-2020 02:51:10.765	INFO	13	191	no mailbox necessary for traffic-CONTROL
19-3-2020 02:51:10.809	INFO	13	190	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:51:10.847	INFO	13	190	creating socket for traffic CONTROL module
19-3-2020 02:51:10.892	INFO	10	190	loopback to avoid ERROR
19-3-2020 02:51:10.934	INFO	10	194	mailbox allocated for terminate
19-3-2020 02:51:10.974	INFO	18	185	mailbox allocated for pipe
19-3-2020 02:51:11.017	INFO	12	188	master allocated for INFO and ERROR dump
19-3-2020 02:51:11.064	INFO	18	183	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:51:11.108	INFO	10	191	calculating thresholds...
19-3-2020 02:51:11.149	INFO	19	193	creating mailslot for RSVP
19-3-2020 02:51:11.192	INFO	14	183	no mailbox necessary for traffic-CONTROL
19-3-2020 02:51:11.233	INFO	17	184	loopback to avoid ERROR
19-3-2020 02:51:11.281	INFO	10	190	creating mailslot for dump
19-3-2020 02:51:11.324	INFO	15	190	mailbox allocated for rsvp-api
19-3-2020 02:51:11.361	INFO	18	183	creating mailslot for terminate
19-3-2020 02:51:11.408	INFO	19	193	parsing transaction entries
19-3-2020 02:51:11.450	INFO	14	193	creating mailslot for RSVP client API
19-3-2020 02:51:11.493	INFO	13	193	money transfer loaded from queue
19-3-2020 02:51:11.540	INFO	14	184	creating mailslot for RSVP client API
19-3-2020 02:51:11.589	INFO	17	186	loading data for user
19-3-2020 02:51:11.626	INFO	12	184	creating socket for traffic CONTROL module
19-3-2020 02:51:11.666	INFO	14	183	ready to accept informational socket connection
19-3-2020 02:51:11.706	INFO	11	186	loading data for user
19-3-2020 02:51:11.751	INFO	12	192	calculating thresholds...
19-3-2020 02:51:11.797	INFO	18	183	ready to accept informational socket connection
19-3-2020 02:51:11.834	INFO	11	185	calculating thresholds...
19-3-2020 02:51:11.874	INFO	14	184	creating mailslot for terminate
19-3-2020 02:51:11.922	INFO	17	188	creating socket for traffic CONTROL module
19-3-2020 02:51:11.960	INFO	14	193	no mailbox necessary for traffic-CONTROL
19-3-2020 02:51:12.003	INFO	18	194	no mailbox necessary for forward
19-3-2020 02:51:12.051	INFO	19	186	creating socket for traffic CONTROL module
19-3-2020 02:51:12.088	INFO	19	188	creating mailslot for RSVP via UDP
19-3-2020 02:51:12.132	INFO	19	191	creating mailslot for RSVP
19-3-2020 02:51:12.175	INFO	19	186	money transfer loaded from queue
19-3-2020 02:51:12.217	INFO	18	185	creating socket for traffic CONTROL module
19-3-2020 02:51:12.260	INFO	17	186	mailbox allocated for rsvp-api
19-3-2020 02:51:12.298	INFO	14	184	mailbox allocated for rsvp-api
19-3-2020 02:51:12.346	INFO	13	191	out of INFO allcations
19-3-2020 02:51:12.395	INFO	14	194	creating mailslot for RSVP client API
19-3-2020 02:51:12.441	INFO	19	190	creating socket for querying route
19-3-2020 02:51:12.482	INFO	15	191	no mailbox necessary for forward
19-3-2020 02:51:12.522	INFO	17	184	creating mailslot for RSVP client API
19-3-2020 02:51:12.568	INFO	13	194	no mailbox necessary for forward
19-3-2020 02:51:12.612	INFO	17	188	creating socket for traffic CONTROL module
19-3-2020 02:51:12.661	INFO	15	186	creating mailslot for RSVP client API
19-3-2020 02:51:12.710	INFO	11	193	creating mailslot for dump
19-3-2020 02:51:12.756	INFO	13	187	creating mailslot for RSVP via UDP
19-3-2020 02:51:12.794	INFO	13	191	creating mailslot for dump
19-3-2020 02:51:12.843	INFO	12	185	creating mailslot for terminate
19-3-2020 02:51:12.886	INFO	19	186	mailbox allocated for rsvp
19-3-2020 02:51:12.935	INFO	12	189	mailbox allocated for rsvp
19-3-2020 02:51:12.974	INFO	13	194	out of INFO allcations
19-3-2020 02:51:13.019	INFO	19	194	calculating thresholds...
19-3-2020 02:51:13.061	INFO	15	193	money transfer loaded from queue
19-3-2020 02:51:13.099	INFO	10	185	money transfer loaded from queue
19-3-2020 02:51:13.137	INFO	15	185	creating mailslot for RSVP client API
19-3-2020 02:51:13.185	INFO	17	192	creating mailslot for RSVP client API
19-3-2020 02:51:13.224	INFO	18	184	ready to accept informational socket connection
19-3-2020 02:51:13.264	INFO	15	193	mailbox allocated for rsvp
19-3-2020 02:51:13.302	INFO	11	189	creating mailslot for RSVP client API
19-3-2020 02:51:13.349	INFO	10	189	loopback to avoid ERROR
19-3-2020 02:51:13.395	INFO	13	189	mailbox allocated for rsvp-udp
19-3-2020 02:51:13.432	INFO	10	191	parsing transaction entries
19-3-2020 02:51:13.476	INFO	19	192	creating mailslot for dump
19-3-2020 02:51:13.515	INFO	18	183	out of INFO allcations
19-3-2020 02:51:13.561	INFO	19	186	mailbox allocated for route
19-3-2020 02:51:13.610	INFO	12	186	creating mailslot for route engine - informational socket
19-3-2020 02:51:13.654	INFO	10	191	mailbox allocated for terminate
19-3-2020 02:51:13.700	INFO	12	189	money transfer loaded from queue
19-3-2020 02:51:13.748	INFO	13	184	creating mailslot for dump
19-3-2020 02:51:13.795	INFO	10	187	creating mailslot for route engine - informational socket
19-3-2020 02:51:13.795	INFO	18	191	transaction 17252 begun
19-3-2020 02:51:13.914	INFO	19	186	money transfer loaded from queue
19-3-2020 02:51:13.914	INFO	14	191	transaction done, id=17252
19-3-2020 02:51:13.960	INFO	11	189	mailbox allocated for pipe
19-3-2020 02:51:14.004	INFO	16	184	parsing transaction entries
19-3-2020 02:51:14.004	INFO	18	190	transaction 17255 begun
19-3-2020 02:51:14.183	INFO	16	183	parsing transaction entries
19-3-2020 02:51:14.183	INFO	19	194	transaction done, id=17255
19-3-2020 02:51:14.220	INFO	14	189	loading data for user
19-3-2020 02:51:14.268	INFO	16	187	no mailbox necessary for traffic-CONTROL
19-3-2020 02:51:14.315	INFO	10	191	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:51:14.352	INFO	16	184	mailbox allocated for route
19-3-2020 02:51:14.390	INFO	14	185	mailbox allocated for rsvp-udp
19-3-2020 02:51:14.433	INFO	16	188	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:51:14.474	INFO	17	185	creating mailslot for RSVP via UDP
19-3-2020 02:51:14.523	INFO	12	189	mailbox allocated for pipe
19-3-2020 02:51:14.569	INFO	15	190	mailbox allocated for rsvp-udp
19-3-2020 02:51:14.611	INFO	14	183	no mailbox necessary for forward
19-3-2020 02:51:14.657	INFO	11	193	mailbox allocated for pipe
19-3-2020 02:51:14.698	INFO	17	188	master allocated for INFO and ERROR dump
19-3-2020 02:51:14.747	INFO	15	186	mailbox allocated for route
19-3-2020 02:51:14.786	INFO	14	186	mailbox allocated for rsvp-udp
19-3-2020 02:51:14.833	INFO	13	194	calculating thresholds...
19-3-2020 02:51:14.878	INFO	14	194	creating mailslot for dump
19-3-2020 02:51:14.918	INFO	14	191	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:51:14.957	INFO	18	183	mailbox allocated for pipe
19-3-2020 02:51:15.004	INFO	10	187	mailbox allocated for rsvp-api
19-3-2020 02:51:15.041	INFO	13	194	creating mailslot for RSVP via UDP
19-3-2020 02:51:15.081	INFO	13	189	mailbox allocated for rsvp
19-3-2020 02:51:15.124	INFO	14	184	mailbox allocated for route
19-3-2020 02:51:15.172	INFO	19	187	creating mailslot for terminate
19-3-2020 02:51:15.212	INFO	15	192	creating mailslot for RSVP client API
19-3-2020 02:51:15.252	INFO	13	191	mailbox allocated for rsvp
19-3-2020 02:51:15.300	INFO	10	188	creating socket for querying route
19-3-2020 02:51:15.347	INFO	10	183	mailbox allocated for dump
19-3-2020 02:51:15.396	INFO	11	184	out of INFO allcations
19-3-2020 02:51:15.443	INFO	11	187	no mailbox necessary for traffic-CONTROL
19-3-2020 02:51:15.489	INFO	17	183	mailbox allocated for rsvp
19-3-2020 02:51:15.537	INFO	16	191	calculating thresholds...
19-3-2020 02:51:15.582	INFO	15	191	mailbox allocated for dump
19-3-2020 02:51:15.620	INFO	11	188	creating mailslot for terminate
19-3-2020 02:51:15.669	INFO	18	193	mailbox allocated for rsvp-udp
19-3-2020 02:51:15.714	INFO	14	191	mailbox allocated for route
19-3-2020 02:51:15.760	INFO	13	188	mailbox allocated for dump
19-3-2020 02:51:15.798	INFO	19	184	creating mailslot for route engine - informational socket
19-3-2020 02:51:15.845	INFO	12	184	mailbox allocated for rsvp
19-3-2020 02:51:15.892	INFO	14	190	out of INFO allcations
19-3-2020 02:51:15.933	INFO	12	185	creating mailslot for (broken) pipe
19-3-2020 02:51:15.979	INFO	15	191	loopback to avoid ERROR
19-3-2020 02:51:16.018	INFO	14	190	mailbox allocated for dump
19-3-2020 02:51:16.065	INFO	19	194	creating mailslot for RSVP client API
19-3-2020 02:51:16.103	INFO	13	191	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:51:16.151	INFO	12	184	mailbox allocated for pipe
19-3-2020 02:51:16.190	INFO	18	186	loading data for user
19-3-2020 02:51:16.229	INFO	12	194	no mailbox necessary for forward
19-3-2020 02:51:16.272	INFO	14	193	creating socket for traffic CONTROL module
19-3-2020 02:51:16.311	INFO	16	185	creating mailslot for (broken) pipe
19-3-2020 02:51:16.351	INFO	16	190	calculating thresholds...
19-3-2020 02:51:16.391	INFO	13	185	ready to accept informational socket connection
19-3-2020 02:51:16.438	INFO	18	183	mailbox allocated for route
19-3-2020 02:51:16.486	INFO	15	184	mailbox allocated for rsvp-udp
19-3-2020 02:51:16.524	INFO	13	192	loopback to avoid ERROR
19-3-2020 02:51:16.571	INFO	17	191	mailbox allocated for rsvp-udp
19-3-2020 02:51:16.617	INFO	12	194	parsing transaction entries
19-3-2020 02:51:16.662	INFO	12	188	mailbox allocated for route
19-3-2020 02:51:16.710	INFO	14	190	creating mailslot for RSVP client API
19-3-2020 02:51:16.752	INFO	13	189	ready to accept informational socket connection
19-3-2020 02:51:16.794	INFO	13	193	creating socket for traffic CONTROL module
19-3-2020 02:51:16.833	INFO	11	186	master allocated for INFO and ERROR dump
19-3-2020 02:51:16.876	INFO	10	190	money transfer loaded from queue
19-3-2020 02:51:16.914	INFO	16	191	creating mailslot for (broken) pipe
19-3-2020 02:51:16.958	INFO	17	191	no mailbox necessary for traffic-CONTROL
19-3-2020 02:51:17.002	INFO	12	183	creating mailslot for route engine - informational socket
19-3-2020 02:51:17.048	INFO	10	194	creating mailslot for (broken) pipe
19-3-2020 02:51:17.088	INFO	14	185	mailbox allocated for rsvp-api
19-3-2020 02:51:17.131	INFO	18	193	master allocated for INFO and ERROR dump
19-3-2020 02:51:17.172	INFO	16	184	parsing transaction entries
19-3-2020 02:51:17.212	INFO	10	193	mailbox allocated for rsvp-api
19-3-2020 02:51:17.251	INFO	18	187	no mailbox necessary for forward
19-3-2020 02:51:17.292	INFO	13	186	creating mailslot for (broken) pipe
19-3-2020 02:51:17.335	INFO	14	192	no mailbox necessary for traffic-CONTROL
19-3-2020 02:51:17.374	INFO	10	194	creating mailslot for RSVP client API
19-3-2020 02:51:17.421	INFO	11	193	out of INFO allcations
19-3-2020 02:51:17.467	INFO	18	194	out of INFO allcations
19-3-2020 02:51:17.508	INFO	18	191	mailbox allocated for rsvp
19-3-2020 02:51:17.546	INFO	15	188	creating mailslot for RSVP client API
19-3-2020 02:51:17.589	INFO	14	184	creating mailslot for dump
19-3-2020 02:51:17.628	INFO	11	188	creating mailslot for route engine - informational socket
19-3-2020 02:51:17.666	INFO	14	193	creating mailslot for RSVP client API
19-3-2020 02:51:17.714	INFO	19	193	creating socket for querying route
19-3-2020 02:51:17.761	INFO	16	185	creating mailslot for terminate
19-3-2020 02:51:17.808	INFO	10	191	mailbox allocated for pipe
19-3-2020 02:51:17.853	INFO	12	188	creating mailslot for dump
19-3-2020 02:51:17.902	INFO	14	193	parsing transaction entries
19-3-2020 02:51:17.945	INFO	14	184	parsing transaction entries
19-3-2020 02:51:17.986	INFO	15	194	mailbox allocated for rsvp-api
19-3-2020 02:51:18.024	INFO	16	186	mailbox allocated for rsvp-udp
19-3-2020 02:51:18.070	INFO	15	193	loading data for user
19-3-2020 02:51:18.114	INFO	17	189	creating mailslot for RSVP client API
19-3-2020 02:51:18.158	INFO	17	186	money transfer loaded from queue
19-3-2020 02:51:18.200	INFO	14	185	creating mailslot for RSVP
19-3-2020 02:51:18.247	INFO	19	192	no mailbox necessary for forward
19-3-2020 02:51:18.284	INFO	19	194	master allocated for INFO and ERROR dump
19-3-2020 02:51:18.321	INFO	17	189	creating mailslot for route engine - informational socket
19-3-2020 02:51:18.367	INFO	13	184	calculating thresholds...
19-3-2020 02:51:18.367	INFO	13	192	transaction 17258 begun
19-3-2020 02:51:18.561	INFO	13	186	no mailbox necessary for traffic-CONTROL
19-3-2020 02:51:18.561	INFO	16	193	transaction done, id=17258
19-3-2020 02:51:18.610	INFO	12	188	loading data for user
19-3-2020 02:51:18.655	INFO	13	187	no mailbox necessary for forward
19-3-2020 02:51:18.699	INFO	14	189	creating socket for traffic CONTROL module
19-3-2020 02:51:18.742	INFO	16	183	creating mailslot for dump
19-3-2020 02:51:18.779	INFO	17	190	mailbox allocated for route
19-3-2020 02:51:18.824	INFO	12	193	mailbox allocated for terminate
19-3-2020 02:51:18.869	INFO	10	190	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:51:18.918	INFO	13	187	creating mailslot for RSVP via UDP
19-3-2020 02:51:18.966	INFO	18	191	calculating thresholds...
19-3-2020 02:51:19.008	INFO	16	187	creating mailslot for RSVP client API
19-3-2020 02:51:19.050	INFO	11	194	master allocated for INFO and ERROR dump
19-3-2020 02:51:19.090	INFO	16	187	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:51:19.090	INFO	18	183	transaction 17261 begun
19-3-2020 02:51:19.241	INFO	13	191	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:51:19.241	INFO	10	184	transaction done, id=17261
19-3-2020 02:51:19.290	INFO	11	194	no mailbox necessary for forward
19-3-2020 02:51:19.333	INFO	11	184	money transfer loaded from queue
19-3-2020 02:51:19.374	INFO	18	194	creating mailslot for dump
19-3-2020 02:51:19.419	INFO	13	187	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:51:19.462	INFO	15	186	mailbox allocated for rsvp
19-3-2020 02:51:19.502	INFO	15	188	creating mailslot for route engine - informational socket
19-3-2020 02:51:19.546	INFO	19	188	creating socket for traffic CONTROL module
19-3-2020 02:51:19.586	INFO	17	187	mailbox allocated for dump
19-3-2020 02:51:19.631	INFO	14	185	creating mailslot for terminate
19-3-2020 02:51:19.679	INFO	16	183	no mailbox necessary for forward
19-3-2020 02:51:19.724	INFO	15	191	loopback to avoid ERROR
19-3-2020 02:51:19.763	INFO	12	188	creating mailslot for dump
19-3-2020 02:51:19.812	INFO	12	193	mailbox allocated for terminate
19-3-2020 02:51:19.851	INFO	17	192	parsing transaction entries
19-3-2020 02:51:19.897	INFO	18	186	loopback to avoid ERROR
19-3-2020 02:51:19.938	INFO	16	191	out of INFO allcations
19-3-2020 02:51:19.986	INFO	19	191	loopback to avoid ERROR
19-3-2020 02:51:20.026	INFO	19	186	calculating thresholds...
19-3-2020 02:51:20.063	INFO	17	190	creating mailslot for (broken) pipe
19-3-2020 02:51:20.110	INFO	18	194	mailbox allocated for dump
19-3-2020 02:51:20.152	INFO	18	192	loading data for user
19-3-2020 02:51:20.199	INFO	14	189	creating mailslot for RSVP client API
19-3-2020 02:51:20.242	INFO	15	188	money transfer loaded from queue
19-3-2020 02:51:20.284	INFO	15	191	creating mailslot for terminate
19-3-2020 02:51:20.327	INFO	10	184	parsing transaction entries
19-3-2020 02:51:20.365	INFO	16	187	mailbox allocated for rsvp
19-3-2020 02:51:20.404	INFO	10	193	money transfer loaded from queue
19-3-2020 02:51:20.444	INFO	12	189	creating mailslot for dump
19-3-2020 02:51:20.481	INFO	10	186	creating socket for querying route
19-3-2020 02:51:20.526	INFO	12	183	creating mailslot for route engine - informational socket
19-3-2020 02:51:20.570	INFO	15	184	mailbox allocated for rsvp
19-3-2020 02:51:20.616	INFO	14	186	parsing transaction entries
19-3-2020 02:51:20.662	INFO	16	193	out of INFO allcations
19-3-2020 02:51:20.708	INFO	18	188	mailbox allocated for rsvp-udp
19-3-2020 02:51:20.756	INFO	19	191	creating mailslot for terminate
19-3-2020 02:51:20.799	INFO	14	193	mailbox allocated for rsvp
19-3-2020 02:51:20.843	INFO	11	186	creating socket for traffic CONTROL module
19-3-2020 02:51:20.886	INFO	14	193	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:51:20.935	INFO	17	183	mailbox allocated for rsvp-api
19-3-2020 02:51:20.981	INFO	17	190	creating socket for querying route
19-3-2020 02:51:21.024	INFO	15	193	parsing transaction entries
19-3-2020 02:51:21.062	INFO	18	188	creating socket for traffic CONTROL module
19-3-2020 02:51:21.110	INFO	13	193	creating mailslot for (broken) pipe
19-3-2020 02:51:21.148	INFO	17	193	creating mailslot for (broken) pipe
19-3-2020 02:51:21.187	INFO	10	187	creating mailslot for RSVP client API
19-3-2020 02:51:21.230	INFO	19	192	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:51:21.267	INFO	15	190	ready to accept informational socket connection
19-3-2020 02:51:21.306	INFO	16	190	ready to accept informational socket connection
19-3-2020 02:51:21.347	INFO	12	190	creating mailslot for dump
19-3-2020 02:51:21.396	INFO	10	189	out of INFO allcations
19-3-2020 02:51:21.440	INFO	17	188	calculating thresholds...
19-3-2020 02:51:21.481	INFO	11	183	creating socket for querying route
19-3-2020 02:51:21.528	INFO	11	187	creating mailslot for RSVP
19-3-2020 02:51:21.570	INFO	14	186	creating mailslot for route engine - informational socket
19-3-2020 02:51:21.610	INFO	18	184	parsing transaction entries
19-3-2020 02:51:21.654	INFO	13	193	loading data for user
19-3-2020 02:51:21.702	INFO	11	185	master allocated for INFO and ERROR dump
19-3-2020 02:51:21.739	INFO	15	194	no mailbox necessary for traffic-CONTROL
19-3-2020 02:51:21.781	INFO	15	186	creating mailslot for route engine - informational socket
19-3-2020 02:51:21.829	INFO	15	193	creating socket for traffic CONTROL module
19-3-2020 02:51:21.866	INFO	18	191	out of INFO allcations
19-3-2020 02:51:21.906	INFO	14	193	creating socket for querying route
19-3-2020 02:51:21.954	INFO	13	187	creating mailslot for dump
19-3-2020 02:51:22.000	INFO	10	183	mailbox allocated for rsvp-api
19-3-2020 02:51:22.046	INFO	17	186	loading data for user
19-3-2020 02:51:22.083	INFO	10	185	loopback to avoid ERROR
19-3-2020 02:51:22.124	INFO	14	188	no mailbox necessary for forward
19-3-2020 02:51:22.124	INFO	10	194	transaction 17264 begun
19-3-2020 02:51:22.282	INFO	13	185	creating mailslot for (broken) pipe
19-3-2020 02:51:22.282	INFO	14	194	transaction done, id=17264
19-3-2020 02:51:22.320	INFO	12	189	loopback to avoid ERROR
19-3-2020 02:51:22.358	INFO	15	189	mailbox allocated for rsvp-api
19-3-2020 02:51:22.403	INFO	12	185	creating socket for querying route
19-3-2020 02:51:22.451	INFO	11	189	loading data for user
19-3-2020 02:51:22.497	INFO	16	187	creating mailslot for (broken) pipe
19-3-2020 02:51:22.535	INFO	10	189	creating socket for querying route
19-3-2020 02:51:22.580	INFO	13	183	creating mailslot for (broken) pipe
19-3-2020 02:51:22.618	INFO	17	187	mailbox allocated for rsvp-udp
19-3-2020 02:51:22.658	INFO	16	187	no mailbox necessary for forward
19-3-2020 02:51:22.702	INFO	10	183	creating mailslot for route engine - informational socket
19-3-2020 02:51:22.742	INFO	18	184	calculating thresholds...
19-3-2020 02:51:22.782	INFO	19	183	out of INFO allcations
19-3-2020 02:51:22.819	INFO	16	194	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:51:22.865	INFO	19	193	loopback to avoid ERROR
19-3-2020 02:51:22.907	INFO	13	194	creating mailslot for dump
19-3-2020 02:51:22.946	INFO	15	183	master allocated for INFO and ERROR dump
19-3-2020 02:51:22.989	INFO	18	191	mailbox allocated for terminate
19-3-2020 02:51:23.031	INFO	12	190	out of INFO allcations
19-3-2020 02:51:23.071	INFO	11	187	mailbox allocated for rsvp-api
19-3-2020 02:51:23.118	INFO	11	187	creating mailslot for RSVP
19-3-2020 02:51:23.160	INFO	12	188	no mailbox necessary for forward
19-3-2020 02:51:23.199	INFO	11	194	ready to accept informational socket connection
19-3-2020 02:51:23.242	INFO	12	193	calculating thresholds...
19-3-2020 02:51:23.291	INFO	17	193	loading data for user
19-3-2020 02:51:23.336	INFO	19	185	creating socket for querying route
19-3-2020 02:51:23.374	INFO	13	191	mailbox allocated for pipe
19-3-2020 02:51:23.413	INFO	17	189	mailbox allocated for pipe
19-3-2020 02:51:23.453	INFO	12	183	mailbox allocated for route
19-3-2020 02:51:23.497	INFO	13	187	master allocated for INFO and ERROR dump
19-3-2020 02:51:23.540	INFO	10	191	loopback to avoid ERROR
19-3-2020 02:51:23.579	INFO	13	194	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:51:23.623	INFO	14	193	money transfer loaded from queue
19-3-2020 02:51:23.667	INFO	18	188	mailbox allocated for rsvp
19-3-2020 02:51:23.709	INFO	16	192	creating mailslot for RSVP
19-3-2020 02:51:23.747	INFO	12	183	mailbox allocated for rsvp-udp
19-3-2020 02:51:23.790	INFO	18	188	ready to accept informational socket connection
19-3-2020 02:51:23.839	INFO	19	193	no mailbox necessary for forward
19-3-2020 02:51:23.879	INFO	13	187	mailbox allocated for dump
19-3-2020 02:51:23.916	INFO	14	189	no mailbox necessary for traffic-CONTROL
19-3-2020 02:51:23.957	INFO	18	189	no mailbox necessary for traffic-CONTROL
19-3-2020 02:51:23.999	INFO	19	190	mailbox allocated for pipe
19-3-2020 02:51:24.041	INFO	10	191	parsing transaction entries
19-3-2020 02:51:24.086	INFO	17	188	mailbox allocated for rsvp-udp
19-3-2020 02:51:24.131	INFO	11	194	mailbox allocated for pipe
19-3-2020 02:51:24.168	INFO	17	187	creating mailslot for RSVP via UDP
19-3-2020 02:51:24.216	INFO	15	194	loading data for user
19-3-2020 02:51:24.264	INFO	12	183	creating mailslot for RSVP client API
19-3-2020 02:51:24.307	INFO	11	189	mailbox allocated for dump
19-3-2020 02:51:24.345	INFO	18	186	no mailbox necessary for traffic-CONTROL
19-3-2020 02:51:24.387	INFO	15	186	creating socket for traffic CONTROL module
19-3-2020 02:51:24.429	INFO	19	190	mailbox allocated for pipe
19-3-2020 02:51:24.429	INFO	13	188	transaction 17267 begun
19-3-2020 02:51:24.589	INFO	13	186	creating socket for querying route
19-3-2020 02:51:24.589	INFO	18	188	transaction done, id=17267
19-3-2020 02:51:24.630	INFO	10	187	creating socket for traffic CONTROL module
19-3-2020 02:51:24.668	INFO	17	185	loopback to avoid ERROR
19-3-2020 02:51:24.715	INFO	11	185	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:51:24.758	INFO	12	185	mailbox allocated for dump
19-3-2020 02:51:24.797	INFO	18	183	mailbox allocated for route
19-3-2020 02:51:24.846	INFO	11	190	creating mailslot for terminate
19-3-2020 02:51:24.887	INFO	16	183	loading data for user
19-3-2020 02:51:24.924	INFO	19	190	no mailbox necessary for forward
19-3-2020 02:51:24.972	INFO	16	190	out of INFO allcations
19-3-2020 02:51:25.017	INFO	10	192	mailbox allocated for rsvp-udp
19-3-2020 02:51:25.056	INFO	12	190	creating mailslot for (broken) pipe
19-3-2020 02:51:25.099	INFO	12	190	mailbox allocated for pipe
19-3-2020 02:51:25.142	INFO	10	188	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:51:25.182	INFO	16	185	ready to accept informational socket connection
19-3-2020 02:51:25.224	INFO	12	190	mailbox allocated for rsvp-udp
19-3-2020 02:51:25.262	INFO	13	184	mailbox allocated for route
19-3-2020 02:51:25.299	INFO	12	183	parsing transaction entries
19-3-2020 02:51:25.342	INFO	11	187	creating mailslot for (broken) pipe
19-3-2020 02:51:25.379	INFO	11	191	mailbox allocated for dump
19-3-2020 02:51:25.426	INFO	10	184	creating socket for querying route
19-3-2020 02:51:25.472	INFO	18	191	mailbox allocated for rsvp-api
19-3-2020 02:51:25.512	INFO	15	194	money transfer loaded from queue
19-3-2020 02:51:25.558	INFO	15	186	no mailbox necessary for forward
19-3-2020 02:51:25.600	INFO	16	185	mailbox allocated for route
19-3-2020 02:51:25.644	INFO	16	185	master allocated for INFO and ERROR dump
19-3-2020 02:51:25.692	INFO	13	189	money transfer loaded from queue
19-3-2020 02:51:25.732	INFO	17	192	ready to accept informational socket connection
19-3-2020 02:51:25.771	INFO	10	192	mailbox allocated for route
19-3-2020 02:51:25.808	INFO	15	183	creating mailslot for (broken) pipe
19-3-2020 02:51:25.847	INFO	11	193	parsing transaction entries
19-3-2020 02:51:25.886	INFO	14	190	creating mailslot for terminate
19-3-2020 02:51:25.925	INFO	12	183	creating mailslot for (broken) pipe
19-3-2020 02:51:25.962	INFO	13	191	loading data for user
19-3-2020 02:51:26.009	INFO	17	188	money transfer loaded from queue
19-3-2020 02:51:26.057	INFO	10	186	no mailbox necessary for forward
19-3-2020 02:51:26.057	INFO	11	183	transaction 17270 begun
19-3-2020 02:51:26.190	INFO	14	186	parsing transaction entries
19-3-2020 02:51:26.190	INFO	16	194	transaction done, id=17270
19-3-2020 02:51:26.238	INFO	15	194	creating mailslot for dump
19-3-2020 02:51:26.282	INFO	19	183	mailbox allocated for rsvp-udp
19-3-2020 02:51:26.330	INFO	15	188	loading data for user
19-3-2020 02:51:26.376	INFO	11	186	creating socket for traffic CONTROL module
19-3-2020 02:51:26.413	INFO	18	183	creating mailslot for RSVP
19-3-2020 02:51:26.456	INFO	16	189	creating mailslot for route engine - informational socket
19-3-2020 02:51:26.496	INFO	10	191	mailbox allocated for dump
19-3-2020 02:51:26.533	INFO	16	193	mailbox allocated for rsvp-api
19-3-2020 02:51:26.576	INFO	19	190	mailbox allocated for rsvp
19-3-2020 02:51:26.620	INFO	12	191	creating mailslot for dump
19-3-2020 02:51:26.659	INFO	17	187	money transfer loaded from queue
19-3-2020 02:51:26.705	INFO	16	183	loading data for user
19-3-2020 02:51:26.747	INFO	14	191	no mailbox necessary for forward
19-3-2020 02:51:26.788	INFO	18	190	calculating thresholds...
19-3-2020 02:51:26.827	INFO	12	185	mailbox allocated for route
19-3-2020 02:51:26.875	INFO	11	189	mailbox allocated for rsvp-api
19-3-2020 02:51:26.918	INFO	15	193	creating mailslot for RSVP via UDP
19-3-2020 02:51:26.963	INFO	11	194	creating mailslot for RSVP client API
19-3-2020 02:51:27.011	INFO	12	190	creating mailslot for route engine - informational socket
19-3-2020 02:51:27.059	INFO	16	186	mailbox allocated for pipe
19-3-2020 02:51:27.099	INFO	18	185	mailbox allocated for rsvp
19-3-2020 02:51:27.136	INFO	19	187	creating mailslot for RSVP via UDP
19-3-2020 02:51:27.181	INFO	13	183	mailbox allocated for rsvp
19-3-2020 02:51:27.220	INFO	11	192	creating mailslot for RSVP
19-3-2020 02:51:27.220	INFO	19	194	transaction 17273 begun
19-3-2020 02:51:27.329	INFO	10	192	creating mailslot for RSVP
19-3-2020 02:51:27.329	INFO	18	193	transaction done, id=17273
19-3-2020 02:51:27.373	INFO	19	191	money transfer loaded from queue
19-3-2020 02:51:27.422	INFO	12	190	creating mailslot for RSVP via UDP
19-3-2020 02:51:27.460	INFO	13	185	calculating thresholds...
19-3-2020 02:51:27.503	INFO	13	185	creating mailslot for (broken) pipe
19-3-2020 02:51:27.545	INFO	19	184	mailbox allocated for pipe
